Sample_ID	Erysipelotrichaceae	Lachnospiraceae	Bifidobacteriaceae	Bacteroidaceae	Christensenellaceae	Veillonellaceae	Ruminococcaceae	Prevotellaceae	Rikenellaceae	Peptostreptococcaceae	Clostridiaceae 1	Coriobacteriaceae	Streptococcaceae	Lactobacillaceae	Acidaminococcaceae	Eggerthellaceae	Tannerellaceae	Barnesiellaceae	Burkholderiaceae	Akkermansiaceae	Family XIII	Muribaculaceae	Marinifilaceae	Coriobacteriales Incertae Sedis	Desulfovibrionaceae	Anaeroplasmataceae	Atopobiaceae	Clostridiales vadinBB60 group	Enterobacteriaceae	Brachyspiraceae	Vibrionaceae	Enterococcaceae	Pasteurellaceae	Actinomycetaceae	Flavobacteriaceae	Defluviitaleaceae	Peptococcaceae	Puniceicoccaceae	Leuconostocaceae	Methanobacteriaceae	vadinBE97	Carnobacteriaceae
A15_07	7.055061383518341	26.233183856502247	3.5102550907887964	0.9938984047636551	0.1036536058222451	1.465853120635154	9.685363522752336	29.096522825847238	1.0446225097404984	13.724913621995146	3.7168271704771003	0.4043225759023745	0.8578989928692202	0	0.08674557082996397	0.49253841064471077	0.40138204807762995	0.041167389546423586	0.023524222597956335	0.03161067411600382	0	0	0	0	0.17128574579136957	0	0.1205616408145262	0	0.07204293170624126	0	0	0	0.11982650885834006	0	0	0.022789090641770197	0	0	0	0.016172903036094977	0	0
A15_14	4.828006306435431	22.388562419377955	2.278199799340691	1.2698867708184034	0.23577468826143044	1.7808513687831447	14.352157087573458	40.71162390712341	0.9925469399455356	4.110649276193206	4.020352587071808	0.28665615594094884	0.44216712053891355	0	0.2192919592948259	0.40776838182599967	0.22072524007453057	0.03439873871291386	0.08384692561272752	0.10391285652859394	0.14977784147914577	0	0.005016482728966605	0	0.1870431417514691	0	0.08026372366346567	0	0.022215852085423534	0	0.1053461373082987	0	0.015766088576752185	0	0	0.018632650136161676	0	0	0.008599684678228465	0.03439873871291386	0	0
A03_07	1.5282458540491843	53.946856195846834	6.071829779661205	7.201886393717954	2.3413082407376513	0.7585616247900608	19.456771997730986	0.01334712536287497	1.23905813785356	0.46603712725371776	0.28473867440799944	0.9565439843393728	0.03559233430099992	0	0	0.27027928859821815	1.6461454614212463	0.08008275217724983	0.7919294381972481	0	0.1356957745225622	1.6049918248857153	0.3080961437930306	0.17017584837665586	0.07674597083653108	0	0	0	0	0	0	0	0	0	0	0	0.01334712536287497	0	0	0	0	0
A03_28	1.64653300444838	58.23161090380119	7.0625935530116175	5.462441759956149	2.3464676491050533	0.4964897855923091	18.850800075896526	0	0.81799591002045	0.883351253346826	0.2972614002909367	0.4047814812472329	0.15073893702696436	0	0	0.28250374212046464	0.7157464212678938	0.06324710644488014	0.34575084856534477	0.05692239580039213	0.2171483987940885	0.7673982248645458	0.3056943478169207	0.1749836611641684	0.023190605696456056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A12_28	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A15_28	7.4448626668480635	21.220503983190483	0.8948951672637675	0.7986536261897924	0.4595407615678805	2.0245995394514735	11.536387868527003	30.117555767186172	1.8190155145395268	15.243954670738036	4.6130435001688	0.03678341622199044	1.0495870683617272	0	0.03779118104999017	0.0957376586599751	0.15368413626996005	0.09069883451997643	0.0826367158959785	0.06651247864798271	0.2348092049239389	0	0.06046588967998427	0.008062118623997904	0.24387908837593658	0	0.014108707591996332	0	0	0	0.1688006086899561	0.2519412069999345	0.2892285056359248	0	0	0.025698003113993315	0	0	0	0.04484553484598834	0	0
A01_28	2.1396710342904934	55.61750766657375	15.123187900752718	1.7188806802341787	0.4939712851965431	1.8051296347923056	12.508712015611929	0.7204836911067743	1.2493030387510453	0.7413925285754113	1.3407792026763312	1.366915249512127	0.6830220239754669	0.0357192640089211	0.8755575689991637	1.1560844717033734	0.11412740451630889	0.2779132980206301	0.06708252021187622	0.17946752160579874	0.3911695009757459	0.2840117089489824	0.145490660719264	0.053143295232785055	0.20298996375801506	0	0.038332868692500695	0	0	0	0	0	0	0.01132562029551157	0	0	0	0	0	0	0	0
A06_28	0.7291948765785012	53.086791241637364	8.215729345329441	4.511579855364648	5.342079659775924	1.130402511559795	20.241928203893725	0	2.748272299621862	0.3570747951333514	0	0.6569775022818685	0.13039248136892048	0	0	0.21264004654008564	0.10030190874532342	0.5526635171867321	0.15747399673015777	0	0.29789666897361056	0	0.11735323323202841	0.08625964152097815	0.12136530958184134	0	0	0	0	0.048144916197755246	0	0	0	0	0	0	0	0	0	0	0	0
A09_28	5.9041248606466	36.848542761586245	2.676222328396242	2.530976270106705	0.8587354674311196	1.5027870680044593	18.4405160057334	23.633062589584323	0.21532091097308487	0.1847427934384456	0.3045070871157828	0.2924032489249881	0.6899187768752986	1.3690078037904125	0.05351170568561873	0.6561554387641345	0.5618729096989966	0.04077082337951903	0.28412167542602323	0.008918617614269788	0.11084567606306735	0.45421245421245415	0.05160057333970377	0.02357063226628444	0.0547857939162287	0.03185220576524924	0	0	0	0	0	0	0	0	0	0	0.004459308807134894	0	0	0	0	0
A20_28	3.373379269168395	50.67491790448682	1.6072163368054158	7.018662105356584	1.6120573498680826	0.39373572909690896	21.952380568173556	0.025818736334223543	2.7053194665203604	4.166498575935324	3.3402990132401706	0.32596154621957224	0	0.16136710208889715	0	0.4268159850251329	0.18718583842312067	0.4429526952340227	0.0395349400117798	0.043569117564002224	0.0338870914386684	0.06535367634600334	0.06454684083555885	0.025818736334223543	0	0	0	0	0	0	0	0	0	0	0	0	0.0338870914386684	0	0	0	0	0
